"","Category","Item","Option","Price","Cost","Modifier","Unavailable Online Store","Description Online Store","VAT Exempt"
"70","06 SPECIALTY MATCHA","Kanbayashi Shunsho - Biwa No Shiro","Usucha","225","","1","false","","false"
"71","06 SPECIALTY MATCHA","Kanbayashi Shunsho - Biwa No Shiro","Classic Latte","275","","1","false","","false"
"72","06 SPECIALTY MATCHA","Kanbayashi Shunsho - Biwa No Shiro","Cold Whisked","285","","1","false","","false"
"73","07 DESSERTS","WARABI MOCHI","MATCHA BOX","270","","","false","","false"
"74","07 DESSERTS","WARABI MOCHI","KINAKO BOX","270","","","false","","false"
"75","07 DESSERTS","WARABI MOCHI","MATCHA CUP","120","","","false","","false"
"76","07 DESSERTS","WARABI MOCHI","KINAKO CUP","120","","","false","","false"
"77","07 DESSERTS","PURIN","","120","","","false","","false"
"78","07 DESSERTS","MATCHA BANOFFEE","SOLO","190","","","false","","false"
"79","07 DESSERTS","MATCHA BANOFFEE","SHARING","390","","","false","","false"
"80","07 DESSERTS","MATCHA TIRAMISU","SOLO (CUP)","240","","","false","","false"
"81","07 DESSERTS","MATCHA TIRAMISU","SOLO (BOX)","240","","","false","","false"
"82","07 DESSERTS","MATCHA TIRAMISU","SHARING","450","","","false","","false"
"83","07 DESSERTS","ICE CREAM","MATCHA LVL 1","140","","2","false","","false"
"84","07 DESSERTS","ICE CREAM","MATCHA LVL 2","160","","2","false","","false"
"85","07 DESSERTS","ICE CREAM","MATCHA LVL 3","200","","2","false","","false"
"86","07 DESSERTS","ICE CREAM","HOJICHA","150","","2","false","","false"
"87","07 DESSERTS","ICE CREAM","HOKKAIDO MILK","130","","2","false","","false"
"88","07 DESSERTS","MATCHA MONTBLANC","","290","","","false","","false"
"89","07 DESSERTS","COOKIE","MATCHA BOMB","180","","","false","","false"
"90","07 DESSERTS","COOKIE","MATCHA OREO","180","","","false","","false"
"91","07 DESSERTS","COOKIE","MATCHA WHITE CHOCOLATE","180","","","false","","false"
"92","07 DESSERTS","COOKIE","MATCHA DARK CHOCOLATE","180","","","false","","false"
"93","07 DESSERTS","COOKIE","MATCHA CHIP","180","","","false","","false"
"94","07 DESSERTS","COOKIE","HOJICHA BOMB","180","","","false","","false"
"95","07 DESSERTS","COOKIE","SMORES","180","","","false","","false"
"96","07 DESSERTS","COOKIE","UBE MATCHA","180","","","false","","false"
"97","07 DESSERTS","COOKIE","BISCOFF","180","","","false","","false"
"98","07 DESSERTS","MOCHI DONUT","1 PC","95","","","false","","false"
"99","07 DESSERTS","MOCHI DONUT","HALF DOZEN","540","","","false","","false"
"100","08 ADD-ONS","ICE CREAM SCOOP","","100","","","false","","false"
"101","08 ADD-ONS","SEASALT CREAM","","50","","","false","","false"
"102","08 ADD-ONS","ESPRESSO SHOT","","50","31.5","","false","","false"
"103","08 ADD-ONS","PAPER BAG","PAPER BAG S","0","7","","false","","false"
"104","08 ADD-ONS","PAPER BAG","PAPER BAG M","0","8","","false","","false"
"105","09 MERCH","CHASEN (BAMBOO WHISK)","","850","","","false","","false"
"106","09 MERCH","KATAKUCHI (TEA BOWL WITH SPOUT)","","750","","","false","","false"
"107","09 MERCH","STICKER","MMF","100","","","false","","false"
"108","09 MERCH","STICKER","MATCHANESE SP1","150","","","false","","false"
"109","09 MERCH","STICKER","MATCHANESE SP2","150","","","false","","false"
"110","09 MERCH","AKI MATCHA POWDER","30G CAN","950","","","false","","false"
"111","09 MERCH","AKI MATCHA POWDER","30G POUCH","850","","","false","","false"
